,name,location,type,final demand,SP name,SP amount,ES,local demand,local supply,County,State,Country,World,Watershed
process1490,29177,,Unit process,,population,22825,carbon sequestration,,149298.7097,,Missouri,United States,World,
process1491,29179,,Unit process,,population,6315,carbon sequestration,,734542.7501,,Missouri,United States,World,
process1492,29181,,Unit process,,population,13693,carbon sequestration,,531238.4185,,Missouri,United States,World,
process1493,29183,,Unit process,,population,389985,carbon sequestration,,135776.8716,,Missouri,United States,World,
process1494,29185,,Unit process,,population,9383,carbon sequestration,,387447.4286,,Missouri,United States,World,
process1495,29186,,Unit process,,population,17871,carbon sequestration,,268956.5333,,Missouri,United States,World,
process1496,29187,,Unit process,,population,66342,carbon sequestration,,697114.7745,,Missouri,United States,World,
process1497,29189,,Unit process,,population,998684,carbon sequestration,,107870.4859,,Missouri,United States,World,
process1498,29195,,Unit process,,population,23102,carbon sequestration,,46450.10189,,Missouri,United States,World,
process1499,29197,,Unit process,,population,4502,carbon sequestration,,237942.1226,,Missouri,United States,World,
process1500,29199,,Unit process,,population,4898,carbon sequestration,,217993.0979,,Missouri,United States,World,
process1501,29201,,Unit process,,population,38729,carbon sequestration,,107452.7528,,Missouri,United States,World,
process1502,29203,,Unit process,,population,8246,carbon sequestration,,995185.487,,Missouri,United States,World,
process1503,29205,,Unit process,,population,6061,carbon sequestration,,280439.6523,,Missouri,United States,World,
process1504,29207,,Unit process,,population,29512,carbon sequestration,,81612.32956,,Missouri,United States,World,
process1505,29209,,Unit process,,population,31527,carbon sequestration,,421542.6207,,Missouri,United States,World,
process1506,29211,,Unit process,,population,6317,carbon sequestration,,77162.56418,,Missouri,United States,World,
process1507,29213,,Unit process,,population,54720,carbon sequestration,,638800.1451,,Missouri,United States,World,
process1508,29215,,Unit process,,population,25671,carbon sequestration,,1114121.359,,Missouri,United States,World,
process1509,29217,,Unit process,,population,20691,carbon sequestration,,167510.9637,,Missouri,United States,World,
process1510,29219,,Unit process,,population,33908,carbon sequestration,,265464.8296,,Missouri,United States,World,
process1511,29221,,Unit process,,population,24931,carbon sequestration,,783862.4966,,Missouri,United States,World,
process1512,29223,,Unit process,,population,13308,carbon sequestration,,662215.9003,,Missouri,United States,World,
process1513,29225,,Unit process,,population,38082,carbon sequestration,,251806.7743,,Missouri,United States,World,
process1514,29227,,Unit process,,population,2040,carbon sequestration,,136394.3901,,Missouri,United States,World,
process1515,29229,,Unit process,,population,18293,carbon sequestration,,198868.1879,,Missouri,United States,World,
process1516,30001,,Unit process,,population,9393,carbon sequestration,,1989054.207,,Montana,United States,World,
process1517,30003,,Unit process,,population,13376,carbon sequestration,,88904.49609,,Montana,United States,World,
process1518,30005,,Unit process,,population,6727,carbon sequestration,,268693.1798,,Montana,United States,World,
process1519,30007,,Unit process,,population,5834,carbon sequestration,,384246.3219,,Montana,United States,World,
process1520,30009,,Unit process,,population,10546,carbon sequestration,,663623.4792,,Montana,United States,World,
process1521,30011,,Unit process,,population,1318,carbon sequestration,,184143.097,,Montana,United States,World,
process1522,30013,,Unit process,,population,81746,carbon sequestration,,397173.3443,,Montana,United States,World,
process1523,30015,,Unit process,,population,5789,carbon sequestration,,205524.6737,,Montana,United States,World,
process1524,30017,,Unit process,,population,11845,carbon sequestration,,610444.2423,,Montana,United States,World,
process1525,30021,,Unit process,,population,9191,carbon sequestration,,183110.5769,,Montana,United States,World,
process1526,30023,,Unit process,,population,9100,carbon sequestration,,194336.6922,,Montana,United States,World,
process1527,30027,,Unit process,,population,11273,carbon sequestration,,742143.6758,,Montana,United States,World,
process1528,30029,,Unit process,,population,98082,carbon sequestration,,3770358.857,,Montana,United States,World,
process1529,30031,,Unit process,,population,104729,carbon sequestration,,1081161.311,,Montana,United States,World,
process1530,30033,,Unit process,,population,1141,carbon sequestration,,140576.2614,,Montana,United States,World,
process1531,30035,,Unit process,,population,13699,carbon sequestration,,815628.3727,,Montana,United States,World,
process1532,30037,,Unit process,,population,724,carbon sequestration,,79500.96129,,Montana,United States,World,
process1533,30039,,Unit process,,population,3269,carbon sequestration,,900028.6165,,Montana,United States,World,
process1534,30041,,Unit process,,population,16439,carbon sequestration,,83351.37052,,Montana,United States,World,
process1535,30043,,Unit process,,population,11778,carbon sequestration,,632229.9303,,Montana,United States,World,
process1536,30045,,Unit process,,population,1951,carbon sequestration,,183353.0366,,Montana,United States,World,
process1537,30047,,Unit process,,population,29774,carbon sequestration,,658329.1665,,Montana,United States,World,
process1538,30049,,Unit process,,population,67077,carbon sequestration,,1910166.223,,Montana,United States,World,
process1539,30051,,Unit process,,population,2280,carbon sequestration,,88178.00379,,Montana,United States,World,
process1540,30053,,Unit process,,population,19358,carbon sequestration,,2773738.548,,Montana,United States,World,
process1541,30055,,Unit process,,population,1630,carbon sequestration,,23222.78066,,Montana,United States,World,
process1542,30057,,Unit process,,population,8218,carbon sequestration,,1064738.044,,Montana,United States,World,
process1543,30059,,Unit process,,population,1968,carbon sequestration,,786523.2747,,Montana,United States,World,
process1544,30061,,Unit process,,population,4211,carbon sequestration,,953607.4242,,Montana,United States,World,
process1545,30063,,Unit process,,population,115983,carbon sequestration,,2064028.213,,Montana,United States,World,
process1546,30065,,Unit process,,population,4807,carbon sequestration,,468078.9935,,Montana,United States,World,
process1547,30067,,Unit process,,population,16246,carbon sequestration,,1696750.027,,Montana,United States,World,
process1548,30069,,Unit process,,population,432,carbon sequestration,,147060.2053,,Montana,United States,World,
process1549,30071,,Unit process,,population,4124,carbon sequestration,,151296.5636,,Montana,United States,World,
process1550,30073,,Unit process,,population,6044,carbon sequestration,,240219.222,,Montana,United States,World,
process1551,30075,,Unit process,,population,1619,carbon sequestration,,672886.2561,,Montana,United States,World,
process1552,30077,,Unit process,,population,6861,carbon sequestration,,769936.5472,,Montana,United States,World,
process1553,30079,,Unit process,,population,1342,carbon sequestration,,78306.78956,,Montana,United States,World,
process1554,30081,,Unit process,,population,41902,carbon sequestration,,1762661.041,,Montana,United States,World,
process1555,30083,,Unit process,,population,11360,carbon sequestration,,282682.6973,,Montana,United States,World,
process1556,30085,,Unit process,,population,11228,carbon sequestration,,83637.42687,,Montana,United States,World,
process1557,30087,,Unit process,,population,9250,carbon sequestration,,651609.1126,,Montana,United States,World,
process1558,30089,,Unit process,,population,11521,carbon sequestration,,1989390.209,,Montana,United States,World,
process1559,30093,,Unit process,,population,34814,carbon sequestration,,204929.8581,,Montana,United States,World,
process1560,30095,,Unit process,,population,9410,carbon sequestration,,255411.9923,,Montana,United States,World,
process1561,30097,,Unit process,,population,3653,carbon sequestration,,331752.7121,,Montana,United States,World,
process1562,30099,,Unit process,,population,6080,carbon sequestration,,363518.5882,,Montana,United States,World,
process1563,30101,,Unit process,,population,4976,carbon sequestration,,732664.2992,,Montana,United States,World,
process1564,30103,,Unit process,,population,777,carbon sequestration,,23833.48825,,Montana,United States,World,
process1565,30105,,Unit process,,population,7532,carbon sequestration,,101400.1638,,Montana,United States,World,
process1566,30107,,Unit process,,population,2149,carbon sequestration,,112174.9528,,Montana,United States,World,
process1567,30109,,Unit process,,population,1175,carbon sequestration,,246339.9196,,Montana,United States,World,
process1568,30111,,Unit process,,population,157816,carbon sequestration,,177622.8285,,Montana,United States,World,
process1569,31001,,Unit process,,population,31583,carbon sequestration,,43149.10247,,Nebraska,United States,World,
process1570,31003,,Unit process,,population,6372,carbon sequestration,,53837.62054,,Nebraska,United States,World,
process1571,31007,,Unit process,,population,696,carbon sequestration,,216331.2468,,Nebraska,United States,World,
process1572,31009,,Unit process,,population,480,carbon sequestration,,41369.19632,,Nebraska,United States,World,
process1573,31011,,Unit process,,population,5313,carbon sequestration,,200825.1766,,Nebraska,United States,World,
process1574,31015,,Unit process,,population,2042,carbon sequestration,,127004.477,,Nebraska,United States,World,
process1575,31017,,Unit process,,population,2988,carbon sequestration,,20264.59479,,Nebraska,United States,World,
process1576,31019,,Unit process,,population,49030,carbon sequestration,,54114.59573,,Nebraska,United States,World,
process1577,31021,,Unit process,,population,6528,carbon sequestration,,254562.9044,,Nebraska,United States,World,
process1578,31023,,Unit process,,population,8067,carbon sequestration,,26694.05171,,Nebraska,United States,World,
process1579,31025,,Unit process,,population,25702,carbon sequestration,,166301.6627,,Nebraska,United States,World,
process1580,31027,,Unit process,,population,8523,carbon sequestration,,130674.7797,,Nebraska,United States,World,
process1581,31029,,Unit process,,population,3734,carbon sequestration,,16768.35057,,Nebraska,United States,World,
process1582,31031,,Unit process,,population,5790,carbon sequestration,,326959.672,,Nebraska,United States,World,
process1583,31035,,Unit process,,population,6232,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1584,31037,,Unit process,,population,10760,carbon sequestration,,25309.17575,,Nebraska,United States,World,
process1585,31039,,Unit process,,population,8991,carbon sequestration,,61293.24784,,Nebraska,United States,World,
process1586,31041,,Unit process,,population,10830,carbon sequestration,,21072.81749,,Nebraska,United States,World,
process1587,31043,,Unit process,,population,20317,carbon sequestration,,201860.4281,,Nebraska,United States,World,
process1588,31045,,Unit process,,population,8896,carbon sequestration,,371737.0324,,Nebraska,United States,World,
process1589,31047,,Unit process,,population,23804,carbon sequestration,,65988.20438,,Nebraska,United States,World,
process1590,31049,,Unit process,,population,1894,carbon sequestration,,60789.2438,,Nebraska,United States,World,
process1591,31051,,Unit process,,population,5746,carbon sequestration,,108256.4349,,Nebraska,United States,World,
process1592,31053,,Unit process,,population,36683,carbon sequestration,,39348.63959,,Nebraska,United States,World,
process1593,31055,,Unit process,,population,554992,carbon sequestration,,134239.1325,,Nebraska,United States,World,
process1594,31057,,Unit process,,population,2023,carbon sequestration,,182637.8957,,Nebraska,United States,World,
process1595,31059,,Unit process,,population,5574,carbon sequestration,,93138.58407,,Nebraska,United States,World,
process1596,31061,,Unit process,,population,3006,carbon sequestration,,20432.59614,,Nebraska,United States,World,
process1597,31063,,Unit process,,population,2609,carbon sequestration,,88650.22379,,Nebraska,United States,World,
process1598,31065,,Unit process,,population,4786,carbon sequestration,,170565.6369,,Nebraska,United States,World,
process1599,31067,,Unit process,,population,21595,carbon sequestration,,62886.99034,,Nebraska,United States,World,
process1600,31069,,Unit process,,population,1860,carbon sequestration,,124301.3173,,Nebraska,United States,World,
process1601,31071,,Unit process,,population,1975,carbon sequestration,,172494.2469,,Nebraska,United States,World,
process1602,31073,,Unit process,,population,2015,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1603,31079,,Unit process,,population,61343,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1604,31081,,Unit process,,population,9178,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1605,31083,,Unit process,,population,3438,carbon sequestration,,70519.70014,,Nebraska,United States,World,
process1606,31087,,Unit process,,population,2843,carbon sequestration,,201111.2329,,Nebraska,United States,World,
process1607,31089,,Unit process,,population,10245,carbon sequestration,,88445.89782,,Nebraska,United States,World,
process1608,31091,,Unit process,,population,691,carbon sequestration,,199086.1356,,Nebraska,United States,World,
process1609,31093,,Unit process,,population,6405,carbon sequestration,,96776.03847,,Nebraska,United States,World,
process1610,31095,,Unit process,,population,7188,carbon sequestration,,7432.924418,,Nebraska,United States,World,
process1611,31097,,Unit process,,population,5197,carbon sequestration,,124021.318,,Nebraska,United States,World,
process1612,31099,,Unit process,,population,6552,carbon sequestration,,38726.58055,,Nebraska,United States,World,
process1613,31101,,Unit process,,population,8099,carbon sequestration,,168668.8108,,Nebraska,United States,World,
process1614,31103,,Unit process,,population,792,carbon sequestration,,204752.7756,,Nebraska,United States,World,
process1615,31107,,Unit process,,population,8460,carbon sequestration,,129261.1438,,Nebraska,United States,World,
process1616,31109,,Unit process,,population,310094,carbon sequestration,,21072.81749,,Nebraska,United States,World,
process1617,31111,,Unit process,,population,35433,carbon sequestration,,228872.3202,,Nebraska,United States,World,
process1618,31115,,Unit process,,population,585,carbon sequestration,,116974.3426,,Nebraska,United States,World,
process1619,31117,,Unit process,,population,454,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1620,31119,,Unit process,,population,35164,carbon sequestration,,132198.897,,Nebraska,United States,World,
process1621,31121,,Unit process,,population,7803,carbon sequestration,,98067.38032,,Nebraska,United States,World,
process1622,31123,,Unit process,,population,4841,carbon sequestration,,92745.82417,,Nebraska,United States,World,
process1623,31125,,Unit process,,population,3554,carbon sequestration,,94026.26686,,Nebraska,United States,World,
process1624,31127,,Unit process,,population,7004,carbon sequestration,,108256.4349,,Nebraska,United States,World,
process1625,31129,,Unit process,,population,4275,carbon sequestration,,133668.5275,,Nebraska,United States,World,
process1626,31131,,Unit process,,population,15896,carbon sequestration,,228191.2337,,Nebraska,United States,World,
process1627,31133,,Unit process,,population,2676,carbon sequestration,,83084.99296,,Nebraska,United States,World,
process1628,31139,,Unit process,,population,7157,carbon sequestration,,148606.2717,,Nebraska,United States,World,
process1629,31141,,Unit process,,population,33063,carbon sequestration,,75811.74254,,Nebraska,United States,World,
process1630,31143,,Unit process,,population,5255,carbon sequestration,,49056.39304,,Nebraska,United States,World,
process1631,31145,,Unit process,,population,10806,carbon sequestration,,23238.67268,,Nebraska,United States,World,
process1632,31147,,Unit process,,population,8009,carbon sequestration,,95193.19513,,Nebraska,United States,World,
process1633,31149,,Unit process,,population,1350,carbon sequestration,,85153.84653,,Nebraska,United States,World,
process1634,31151,,Unit process,,population,14288,carbon sequestration,,21072.81749,,Nebraska,United States,World,
process1635,31153,,Unit process,,population,178351,carbon sequestration,,128820.7078,,Nebraska,United States,World,
process1636,31155,,Unit process,,population,21024,carbon sequestration,,195052.9682,,Nebraska,United States,World,
process1637,31157,,Unit process,,population,36255,carbon sequestration,,328911.8363,,Nebraska,United States,World,
process1638,31159,,Unit process,,population,17127,carbon sequestration,,106586.6378,,Nebraska,United States,World,
process1639,31161,,Unit process,,population,5234,carbon sequestration,,91642.46398,,Nebraska,United States,World,
process1640,31163,,Unit process,,population,3042,carbon sequestration,,249768.0552,,Nebraska,United States,World,
process1641,31165,,Unit process,,population,1266,carbon sequestration,,82665.74341,,Nebraska,United States,World,
process1642,31167,,Unit process,,population,5992,carbon sequestration,,147175.2362,,Nebraska,United States,World,
process1643,31169,,Unit process,,population,5098,carbon sequestration,,21072.81749,,Nebraska,United States,World,
process1644,31171,,Unit process,,population,645,carbon sequestration,,211767.967,,Nebraska,United States,World,
process1645,31173,,Unit process,,population,7140,carbon sequestration,,155639.6254,,Nebraska,United States,World,
process1646,31175,,Unit process,,population,4224,carbon sequestration,,55370.06525,,Nebraska,United States,World,
process1647,31177,,Unit process,,population,20219,carbon sequestration,,166018.9231,,Nebraska,United States,World,
process1648,31181,,Unit process,,population,3571,carbon sequestration,,36097.58651,,Nebraska,United States,World,
process1649,31183,,Unit process,,population,822,carbon sequestration,,45823.50228,,Nebraska,United States,World,
process1650,32001,,Unit process,,population,24010,carbon sequestration,,244673.5279,,Nevada,United States,World,
process1651,32003,,Unit process,,population,2141574,carbon sequestration,,636389.0988,,Nevada,United States,World,
process1652,32005,,Unit process,,population,47828,carbon sequestration,,347513.0546,,Nevada,United States,World,
process1653,32007,,Unit process,,population,52252,carbon sequestration,,1775311.089,,Nevada,United States,World,
process1654,32009,,Unit process,,population,981,carbon sequestration,,286396.8892,,Nevada,United States,World,
process1655,32011,,Unit process,,population,1830,carbon sequestration,,745767.0562,,Nevada,United States,World,
process1656,32013,,Unit process,,population,16904,carbon sequestration,,131694.893,,Nevada,United States,World,
process1657,32015,,Unit process,,population,5746,carbon sequestration,,672427.6578,,Nevada,United States,World,
process1658,32017,,Unit process,,population,5174,carbon sequestration,,3060194.464,,Nevada,United States,World,
process1659,32019,,Unit process,,population,53155,carbon sequestration,,276798.1096,,Nevada,United States,World,
process1660,32021,,Unit process,,population,4448,carbon sequestration,,504671.5029,,Nevada,United States,World,
process1661,32023,,Unit process,,population,43705,carbon sequestration,,2062221.063,,Nevada,United States,World,
process1662,32027,,Unit process,,population,6611,carbon sequestration,,142723.9543,,Nevada,United States,World,
process1663,32029,,Unit process,,population,3941,carbon sequestration,,223498.5474,,Nevada,United States,World,
process1664,32031,,Unit process,,population,450486,carbon sequestration,,295164.7433,,Nevada,United States,World,
process1665,32033,,Unit process,,population,9737,carbon sequestration,,2538886.288,,Nevada,United States,World,
process1666,32510,,Unit process,,population,54467,carbon sequestration,,75391.73918,,Nevada,United States,World,
process1667,33001,,Unit process,,population,60640,carbon sequestration,,300445.4342,,New Hampshire,United States,World,
process1668,33003,,Unit process,,population,47840,carbon sequestration,,1052560.217,,New Hampshire,United States,World,
process1669,33005,,Unit process,,population,76263,carbon sequestration,,534303.3079,,New Hampshire,United States,World,
process1670,33007,,Unit process,,population,32038,carbon sequestration,,2041121.002,,New Hampshire,United States,World,
process1671,33009,,Unit process,,population,89811,carbon sequestration,,1837789.427,,New Hampshire,United States,World,
process1672,33011,,Unit process,,population,411087,carbon sequestration,,764860.1822,,New Hampshire,United States,World,
process1673,33013,,Unit process,,population,149452,carbon sequestration,,1010687.017,,New Hampshire,United States,World,
process1674,33015,,Unit process,,population,305129,carbon sequestration,,367078.4005,,New Hampshire,United States,World,
process1675,33017,,Unit process,,population,128237,carbon sequestration,,248319.6112,,New Hampshire,United States,World,
process1676,33019,,Unit process,,population,43125,carbon sequestration,,551784.529,,New Hampshire,United States,World,
process1677,34001,,Unit process,,population,268539,carbon sequestration,,311987.5808,,New Jersey,United States,World,
process1678,34003,,Unit process,,population,929999,carbon sequestration,,51549.16977,,New Jersey,United States,World,
process1679,34005,,Unit process,,population,446367,carbon sequestration,,1105262.693,,New Jersey,United States,World,
process1680,34007,,Unit process,,population,507367,carbon sequestration,,234252.9039,,New Jersey,United States,World,
process1681,34009,,Unit process,,population,93705,carbon sequestration,,144372.1837,,New Jersey,United States,World,
process1682,34011,,Unit process,,population,153400,carbon sequestration,,479235.191,,New Jersey,United States,World,
process1683,34013,,Unit process,,population,793555,carbon sequestration,,41160.32978,,New Jersey,United States,World,
process1684,34015,,Unit process,,population,290852,carbon sequestration,,85054.08687,,New Jersey,United States,World,
process1685,34017,,Unit process,,population,668631,carbon sequestration,,62478.33842,,New Jersey,United States,World,
process1686,34019,,Unit process,,population,125051,carbon sequestration,,262082.0998,,New Jersey,United States,World,
process1687,34021,,Unit process,,population,368762,carbon sequestration,,86121.12244,,New Jersey,United States,World,
process1688,34023,,Unit process,,population,826698,carbon sequestration,,154856.3759,,New Jersey,United States,World,
process1689,34025,,Unit process,,population,623387,carbon sequestration,,370806.2142,,New Jersey,United States,World,
process1690,34027,,Unit process,,population,494383,carbon sequestration,,609558.8298,,New Jersey,United States,World,
process1691,34029,,Unit process,,population,591939,carbon sequestration,,468074.453,,New Jersey,United States,World,
process1692,34031,,Unit process,,population,504041,carbon sequestration,,235047.5048,,New Jersey,United States,World,
process1693,34033,,Unit process,,population,63336,carbon sequestration,,288344.7967,,New Jersey,United States,World,
process1694,34035,,Unit process,,population,330176,carbon sequestration,,77026.34687,,New Jersey,United States,World,
process1695,34037,,Unit process,,population,142298,carbon sequestration,,707430.9653,,New Jersey,United States,World,
process1696,34039,,Unit process,,population,553066,carbon sequestration,,38090.89978,,New Jersey,United States,World,
process1697,34041,,Unit process,,population,106293,carbon sequestration,,154202.5328,,New Jersey,United States,World,
process1698,35001,,Unit process,,population,677692,carbon sequestration,,318140.0625,,New Mexico,United States,World,
process1699,35003,,Unit process,,population,3539,carbon sequestration,,3548297.402,,New Mexico,United States,World,
process1700,35005,,Unit process,,population,65459,carbon sequestration,,1340496.362,,New Mexico,United States,World,
process1701,35006,,Unit process,,population,26978,carbon sequestration,,2018150.224,,New Mexico,United States,World,
process1702,35007,,Unit process,,population,12353,carbon sequestration,,1635143.479,,New Mexico,United States,World,
process1703,35011,,Unit process,,population,2060,carbon sequestration,,169694.9812,,New Mexico,United States,World,
process1704,35013,,Unit process,,population,215338,carbon sequestration,,500639.4706,,New Mexico,United States,World,
process1705,35015,,Unit process,,population,57437,carbon sequestration,,579009.8283,,New Mexico,United States,World,
process1706,35017,,Unit process,,population,28061,carbon sequestration,,1292774.898,,New Mexico,United States,World,
process1707,35019,,Unit process,,population,4382,carbon sequestration,,820296.0858,,New Mexico,United States,World,
process1708,35021,,Unit process,,population,459,carbon sequestration,,352512.2298,,New Mexico,United States,World,
process1709,35023,,Unit process,,population,4371,carbon sequestration,,199299.5427,,New Mexico,United States,World,
process1710,35025,,Unit process,,population,70126,carbon sequestration,,345528.8225,,New Mexico,United States,World,
process1711,35027,,Unit process,,population,19482,carbon sequestration,,968623.112,,New Mexico,United States,World,
process1712,35028,,Unit process,,population,18356,carbon sequestration,,81126.48783,,New Mexico,United States,World,
process1713,35029,,Unit process,,population,24264,carbon sequestration,,441012.6145,,New Mexico,United States,World,
process1714,35031,,Unit process,,population,72849,carbon sequestration,,1568192.673,,New Mexico,United States,World,
process1715,35033,,Unit process,,population,4563,carbon sequestration,,469976.9547,,New Mexico,United States,World,
process1716,35035,,Unit process,,population,65745,carbon sequestration,,2208391.315,,New Mexico,United States,World,
process1717,35037,,Unit process,,population,8373,carbon sequestration,,519078.7535,,New Mexico,United States,World,
process1718,35039,,Unit process,,population,39307,carbon sequestration,,3996842.834,,New Mexico,United States,World,
process1719,35041,,Unit process,,population,19117,carbon sequestration,,40002.48267,,New Mexico,United States,World,
process1720,35043,,Unit process,,population,140769,carbon sequestration,,1051983.564,,New Mexico,United States,World,
process1721,35045,,Unit process,,population,127455,carbon sequestration,,991130.7518,,New Mexico,United States,World,
process1722,35047,,Unit process,,population,28034,carbon sequestration,,2292755.235,,New Mexico,United States,World,
process1723,35049,,Unit process,,population,148917,carbon sequestration,,727618.3703,,New Mexico,United States,World,
process1724,35051,,Unit process,,population,11135,carbon sequestration,,852942.8338,,New Mexico,United States,World,
process1725,35053,,Unit process,,population,17000,carbon sequestration,,1479210.987,,New Mexico,United States,World,
process1726,35055,,Unit process,,population,32888,carbon sequestration,,1034874.67,,New Mexico,United States,World,
process1727,35057,,Unit process,,population,15595,carbon sequestration,,658415.4374,,New Mexico,United States,World,
process1728,35059,,Unit process,,population,4175,carbon sequestration,,514520.0143,,New Mexico,United States,World,
process1729,35061,,Unit process,,population,75956,carbon sequestration,,335041.6151,,New Mexico,United States,World,
process1730,36001,,Unit process,,population,307426,carbon sequestration,,283486.3794,,New York,United States,World,
process1731,36003,,Unit process,,population,47025,carbon sequestration,,583990.8411,,New York,United States,World,
process1732,36005,,Unit process,,population,1437872,carbon sequestration,,151143.6915,,New York,United States,World,
process1733,36007,,Unit process,,population,194402,carbon sequestration,,201633.3993,,New York,United States,World,
process1734,36009,,Unit process,,population,77686,carbon sequestration,,950542.5347,,New York,United States,World,
process1735,36011,,Unit process,,population,77868,carbon sequestration,,486286.707,,New York,United States,World,
process1736,36013,,Unit process,,population,129656,carbon sequestration,,710005.4724,,New York,United States,World,
process1737,36015,,Unit process,,population,85740,carbon sequestration,,68748.87515,,New York,United States,World,
process1738,36017,,Unit process,,population,48348,carbon sequestration,,929723.9896,,New York,United States,World,
process1739,36019,,Unit process,,population,80794,carbon sequestration,,767225.8227,,New York,United States,World,
process1740,36021,,Unit process,,population,60919,carbon sequestration,,522270.7791,,New York,United States,World,
process1741,36023,,Unit process,,population,48123,carbon sequestration,,354024.2419,,New York,United States,World,
process1742,36025,,Unit process,,population,45502,carbon sequestration,,1566875.905,,New York,United States,World,
process1743,36027,,Unit process,,population,293894,carbon sequestration,,402640.199,,New York,United States,World,
process1744,36029,,Unit process,,population,919866,carbon sequestration,,451982.6483,,New York,United States,World,
process1745,36031,,Unit process,,population,37751,carbon sequestration,,1482802.583,,New York,United States,World,
process1746,36033,,Unit process,,population,50692,carbon sequestration,,1896122.219,,New York,United States,World,
process1747,36035,,Unit process,,population,53743,carbon sequestration,,367777.6494,,New York,United States,World,
process1748,36037,,Unit process,,population,58112,carbon sequestration,,254803.555,,New York,United States,World,
process1749,36039,,Unit process,,population,47617,carbon sequestration,,390262.5863,,New York,United States,World,
process1750,36041,,Unit process,,population,4575,carbon sequestration,,2064409.621,,New York,United States,World,
process1751,36043,,Unit process,,population,62505,carbon sequestration,,1419093.748,,New York,United States,World,
process1752,36045,,Unit process,,population,114448,carbon sequestration,,614830.4396,,New York,United States,World,
process1753,36049,,Unit process,,population,26719,carbon sequestration,,1065364.644,,New York,United States,World,
process1754,36051,,Unit process,,population,63907,carbon sequestration,,581548.0108,,New York,United States,World,
process1755,36053,,Unit process,,population,71359,carbon sequestration,,308877.2856,,New York,United States,World,
process1756,36055,,Unit process,,population,744248,carbon sequestration,,129760.6072,,New York,United States,World,
process1757,36057,,Unit process,,population,49426,carbon sequestration,,94121.61897,,New York,United States,World,
process1758,36059,,Unit process,,population,1356564,carbon sequestration,,126193.984,,New York,United States,World,
process1759,36061,,Unit process,,population,1632480,carbon sequestration,,108728.6549,,New York,United States,World,
process1760,36063,,Unit process,,population,211704,carbon sequestration,,290905.6821,,New York,United States,World,
process1761,36065,,Unit process,,population,230782,carbon sequestration,,793665.6022,,New York,United States,World,
process1762,36067,,Unit process,,population,464242,carbon sequestration,,103970.1303,,New York,United States,World,
process1763,36069,,Unit process,,population,109472,carbon sequestration,,256279.2425,,New York,United States,World,
process1764,36071,,Unit process,,population,378227,carbon sequestration,,397323.1834,,New York,United States,World,
process1765,36073,,Unit process,,population,41175,carbon sequestration,,449959.8213,,New York,United States,World,
process1766,36075,,Unit process,,population,119104,carbon sequestration,,638296.1411,,New York,United States,World,
process1767,36077,,Unit process,,population,60244,carbon sequestration,,431559.1334,,New York,United States,World,
process1768,36079,,Unit process,,population,99070,carbon sequestration,,86647.82936,,New York,United States,World,
process1769,36083,,Unit process,,population,159431,carbon sequestration,,374511.3249,,New York,United States,World,
process1770,36085,,Unit process,,population,474101,carbon sequestration,,217298.3897,,New York,United States,World,
process1771,36087,,Unit process,,population,323686,carbon sequestration,,111984.2486,,New York,United States,World,
process1772,36089,,Unit process,,population,109558,carbon sequestration,,2749682.571,,New York,United States,World,
process1773,36091,,Unit process,,population,227377,carbon sequestration,,653030.3132,,New York,United States,World,
process1774,36093,,Unit process,,population,154883,carbon sequestration,,65298.03669,,New York,United States,World,
process1775,36095,,Unit process,,population,31364,carbon sequestration,,272952.241,,New York,United States,World,
process1776,36097,,Unit process,,population,17992,carbon sequestration,,248605.6675,,New York,United States,World,
process1777,36099,,Unit process,,population,34612,carbon sequestration,,75023.95245,,New York,United States,World,
process1778,36101,,Unit process,,population,96927,carbon sequestration,,1142722.453,,New York,United States,World,
process1779,36103,,Unit process,,population,1487901,carbon sequestration,,678943.3857,,New York,United States,World,
process1780,36105,,Unit process,,population,75211,carbon sequestration,,1171414.358,,New York,United States,World,
process1781,36107,,Unit process,,population,49045,carbon sequestration,,238298.5579,,New York,United States,World,
process1782,36109,,Unit process,,population,102962,carbon sequestration,,394508.0257,,New York,United States,World,
process1783,36111,,Unit process,,population,179303,carbon sequestration,,1028322.617,,New York,United States,World,
process1784,36113,,Unit process,,population,64480,carbon sequestration,,788334.9649,,New York,United States,World,
process1785,36115,,Unit process,,population,61828,carbon sequestration,,913491.4271,,New York,United States,World,
process1786,36117,,Unit process,,population,90856,carbon sequestration,,463987.9337,,New York,United States,World,
process1787,36119,,Unit process,,population,968815,carbon sequestration,,209679.3016,,New York,United States,World,
process1788,36121,,Unit process,,population,40565,carbon sequestration,,388646.1409,,New York,United States,World,
process1789,36123,,Unit process,,population,25009,carbon sequestration,,246358.0819,,New York,United States,World,
process1790,37001,,Unit process,,population,160576,carbon sequestration,,181559.5087,,North Carolina,United States,World,
process1791,37003,,Unit process,,population,37119,carbon sequestration,,338055.0328,,North Carolina,United States,World,
process1792,37005,,Unit process,,population,10973,carbon sequestration,,157939.4276,,North Carolina,United States,World,
process1793,37007,,Unit process,,population,25306,carbon sequestration,,340261.7532,,North Carolina,United States,World,
